age,occupation,marital_status,education_level,credit_default,housing_loan,personal_loan,contact_method,last_contact_month,last_contact_day_of_week,last_contact_duration,campaign_contacts,days_since_previous_contact,previous_contacts,previous_campaign_outcome,employment_variation_rate,consumer_price_index,consumer_confidence_index,euribor_3_month_rate,number_employed,subscription_status
31,Technician,Single,University Degree,No,No,No,Telephone,7,Monday,211,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
33,Entrepreneur,Married,University Degree,No,Yes,No,Cellular,7,Monday,116,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
25,Technician,Single,University Degree,No,No,No,Cellular,7,Monday,135,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
40,Admin,Single,High School,No,Yes,No,Cellular,7,Monday,172,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
50,Admin,Divorced,Basic (9 Years),No,No,No,Cellular,7,Monday,47,4,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
53,Self-employed,Married,University Degree,No,No,No,Cellular,7,Monday,84,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
25,Blue-collar,Single,Basic (9 Years),No,Yes,No,Cellular,7,Monday,244,7,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
33,Entrepreneur,Married,University Degree,No,Yes,Yes,Cellular,7,Monday,103,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
33,Admin,Married,University Degree,No,No,No,Cellular,7,Monday,158,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
33,Entrepreneur,Married,University Degree,No,No,No,Cellular,7,Monday,611,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
53,Self-employed,Married,University Degree,No,Yes,No,Cellular,7,Monday,78,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
27,Services,Single,High School,No,Yes,No,Cellular,7,Monday,306,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
26,Blue-collar,Divorced,High School,No,No,No,Telephone,7,Monday,79,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
26,Blue-collar,Single,High School,No,Yes,Yes,Cellular,7,Monday,110,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
39,Services,Married,Professional Course,No,Yes,No,Cellular,7,Monday,751,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,Yes
35,Blue-collar,Married,High School,No,Yes,Yes,Cellular,7,Monday,289,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
31,Housemaid,Married,High School,No,Yes,No,Cellular,7,Monday,126,6,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
29,Management,Single,University Degree,No,Yes,No,Cellular,7,Monday,84,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
30,Technician,Single,Professional Course,No,No,No,Cellular,7,Monday,66,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
31,Admin,Single,High School,No,Yes,No,Telephone,7,Monday,120,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
33,Technician,Divorced,Professional Course,No,Yes,No,Cellular,7,Monday,72,4,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
31,Housemaid,Married,High School,No,Yes,No,Cellular,7,Monday,64,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
22,Housemaid,Single,High School,No,Yes,Yes,Cellular,7,Monday,767,12,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
23,Blue-collar,Single,Basic (9 Years),No,No,Yes,Cellular,7,Monday,105,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
44,Blue-collar,Married,Basic (9 Years),No,No,No,Telephone,7,Monday,214,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
27,Blue-collar,Single,Basic (9 Years),No,Yes,No,Cellular,7,Monday,189,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
31,Management,Married,University Degree,No,Yes,No,Cellular,7,Monday,1397,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,Yes
40,Entrepreneur,Married,University Degree,No,No,No,Cellular,7,Monday,550,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
27,Technician,Single,Professional Course,No,No,No,Cellular,7,Monday,331,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
43,Admin,Married,High School,No,No,No,Cellular,7,Monday,155,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
40,Services,Married,Basic (6 Years),No,Yes,No,Cellular,7,Monday,137,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
32,Management,Single,University Degree,No,No,No,Cellular,7,Monday,173,6,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
25,Blue-collar,Single,High School,No,No,No,Cellular,7,Monday,122,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
40,Entrepreneur,Married,University Degree,No,Yes,No,Cellular,7,Monday,238,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
45,Unemployed,Married,University Degree,No,Yes,No,Telephone,7,Monday,363,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
30,Admin,Single,University Degree,No,No,No,Cellular,7,Monday,64,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
26,Admin,Single,High School,No,No,No,Cellular,7,Monday,226,4,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
39,Admin,Married,University Degree,No,No,No,Cellular,7,Monday,97,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
27,Blue-collar,Single,Basic (9 Years),No,Yes,Yes,Cellular,7,Monday,80,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
35,Admin,Married,University Degree,No,No,No,Cellular,7,Monday,141,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
28,Admin,Married,University Degree,No,No,No,Cellular,7,Monday,187,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
30,Technician,Married,Professional Course,No,Yes,No,Cellular,7,Monday,467,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
49,Management,Married,University Degree,No,No,No,Cellular,7,Monday,549,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
28,Admin,Single,High School,No,No,Yes,Cellular,7,Monday,254,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
26,Blue-collar,Single,High School,No,Yes,No,Cellular,7,Monday,460,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
40,Services,Married,Basic (6 Years),No,No,No,Cellular,7,Monday,247,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
35,Entrepreneur,Married,High School,No,No,No,Cellular,7,Monday,121,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
27,Admin,Single,High School,No,Yes,Yes,Cellular,7,Monday,138,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
35,Technician,Single,Professional Course,No,Yes,No,Cellular,7,Monday,154,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
30,Admin,Single,University Degree,No,Yes,Yes,Cellular,7,Monday,151,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
35,Admin,Married,University Degree,No,Yes,Yes,Cellular,7,Monday,228,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
35,Admin,Single,University Degree,No,No,No,Cellular,7,Monday,132,4,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
35,Blue-collar,Single,Basic (9 Years),No,Yes,No,Cellular,7,Monday,126,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
50,Admin,Divorced,Basic (9 Years),No,Yes,Yes,Cellular,7,Monday,68,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
33,Blue-collar,Married,High School,No,No,No,Cellular,7,Monday,69,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
31,Services,Married,High School,No,No,No,Cellular,7,Monday,650,4,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
26,Blue-collar,Single,High School,No,No,Yes,Telephone,7,Monday,251,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
35,Admin,Married,University Degree,No,Yes,No,Cellular,7,Monday,125,5,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
43,Admin,Married,High School,No,Yes,Yes,Cellular,7,Monday,183,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
40,Services,Married,Basic (6 Years),No,No,No,Cellular,7,Monday,119,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
43,Admin,Married,High School,No,No,No,Cellular,7,Monday,74,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
29,Management,Single,University Degree,No,Yes,No,Cellular,7,Monday,138,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
26,Blue-collar,Single,Professional Course,No,No,No,Cellular,7,Monday,74,6,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
35,Blue-collar,Single,Basic (9 Years),No,No,No,Cellular,7,Monday,53,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
27,Technician,Married,Professional Course,No,Yes,No,Cellular,7,Monday,634,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
24,Blue-collar,Single,High School,No,Yes,No,Cellular,7,Monday,51,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
36,Admin,Married,University Degree,No,No,No,Cellular,7,Monday,58,11,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
28,Admin,Single,University Degree,No,Yes,No,Cellular,7,Monday,219,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
35,Blue-collar,Married,Basic (9 Years),No,Yes,No,Telephone,7,Monday,19,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
29,Admin,Single,University Degree,No,Yes,No,Telephone,7,Monday,310,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
32,Blue-collar,Married,Basic (9 Years),No,No,No,Cellular,7,Monday,144,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
27,Management,Married,Basic (9 Years),No,No,Yes,Cellular,7,Monday,174,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
30,Technician,Married,Professional Course,No,Yes,No,Cellular,7,Monday,41,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
46,Blue-collar,Married,Basic (4 Years),No,Yes,No,Cellular,7,Monday,397,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
27,Admin,Married,High School,No,Yes,Yes,Cellular,7,Monday,101,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
29,Management,Single,University Degree,No,Yes,No,Telephone,7,Monday,305,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
35,Blue-collar,Married,High School,No,Yes,No,Cellular,7,Monday,105,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
30,Blue-collar,Married,Basic (9 Years),No,Yes,No,Cellular,7,Monday,111,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
23,Admin,Married,Basic (9 Years),No,Yes,No,Cellular,7,Monday,686,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,Yes
36,Technician,Divorced,Professional Course,No,No,No,Cellular,7,Monday,319,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
33,Entrepreneur,Married,University Degree,No,Yes,No,Cellular,7,Monday,766,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,Yes
35,Admin,Single,University Degree,No,Yes,No,Cellular,7,Monday,673,8,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
56,Blue-collar,Married,Basic (9 Years),No,Yes,No,Cellular,7,Monday,86,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
43,Services,Divorced,High School,No,No,No,Cellular,7,Monday,388,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
31,Services,Married,Basic (9 Years),No,Yes,No,Cellular,7,Monday,334,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
35,Admin,Single,University Degree,No,Yes,No,Cellular,7,Monday,77,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
30,Services,Married,Basic (6 Years),No,Yes,No,Cellular,7,Monday,129,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
34,Self-employed,Divorced,University Degree,No,Yes,No,Telephone,7,Monday,162,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
35,Blue-collar,Single,Basic (9 Years),No,Yes,No,Cellular,7,Monday,292,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
26,Student,Single,University Degree,No,Yes,No,Cellular,7,Monday,134,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
35,Blue-collar,Married,Basic (9 Years),No,Yes,No,Cellular,7,Monday,788,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,Yes
32,Blue-collar,Married,Basic (9 Years),No,Yes,Yes,Cellular,7,Monday,64,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
30,Admin,Single,University Degree,No,No,No,Cellular,7,Monday,171,4,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
33,Self-employed,Married,University Degree,No,Yes,No,Telephone,7,Monday,105,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
31,Management,Married,University Degree,No,Yes,No,Cellular,7,Monday,106,4,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
44,Entrepreneur,Married,High School,No,Yes,No,Cellular,7,Monday,64,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
47,Blue-collar,Married,Basic (6 Years),No,No,No,Cellular,7,Monday,126,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
43,Services,Divorced,High School,No,No,No,Cellular,7,Monday,122,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
26,Technician,Single,High School,No,Yes,No,Cellular,7,Monday,124,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
51,Admin,Married,University Degree,No,No,Yes,Telephone,7,Monday,464,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
24,Self-employed,Single,Professional Course,No,Yes,No,Cellular,7,Monday,201,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
27,Housemaid,Married,High School,No,Yes,No,Cellular,7,Monday,194,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
45,Blue-collar,Divorced,Basic (9 Years),No,Yes,No,Cellular,7,Monday,146,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
27,Services,Single,High School,No,No,No,Cellular,7,Monday,68,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
22,Blue-collar,Single,Basic (9 Years),No,Yes,No,Cellular,7,Monday,245,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
22,Blue-collar,Single,Basic (9 Years),No,Yes,No,Cellular,7,Monday,79,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
47,Management,Married,Basic (4 Years),No,Yes,No,Cellular,7,Monday,130,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
30,Technician,Married,Professional Course,No,Yes,Yes,Cellular,7,Monday,699,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
43,Services,Divorced,High School,No,Yes,No,Cellular,7,Monday,140,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
48,Management,Married,University Degree,No,Yes,No,Cellular,7,Monday,768,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
50,Blue-collar,Married,Basic (4 Years),No,No,No,Cellular,7,Monday,1130,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,Yes
36,Blue-collar,Married,Basic (9 Years),No,Yes,No,Cellular,7,Monday,80,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
28,Admin,Single,High School,No,No,No,Cellular,7,Monday,259,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
35,Self-employed,Married,University Degree,No,Yes,No,Cellular,7,Monday,192,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
42,Admin,Married,High School,No,No,Yes,Cellular,7,Monday,417,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
25,Admin,Married,High School,No,No,No,Cellular,7,Monday,154,4,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
51,Admin,Married,University Degree,No,No,No,Cellular,7,Monday,455,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
31,Blue-collar,Divorced,Basic (6 Years),No,Yes,No,Cellular,7,Monday,85,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
31,Housemaid,Married,High School,No,Yes,No,Cellular,7,Monday,225,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
35,Blue-collar,Married,High School,No,Yes,No,Cellular,7,Monday,85,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
35,Blue-collar,Married,High School,No,No,Yes,Cellular,7,Monday,149,4,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
28,Technician,Single,High School,No,No,No,Cellular,7,Monday,568,8,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
57,Retired,Married,University Degree,No,Yes,Yes,Cellular,7,Monday,1062,4,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,Yes
29,Blue-collar,Married,Basic (9 Years),No,No,No,Cellular,7,Monday,334,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
50,Admin,Divorced,Basic (9 Years),No,No,No,Cellular,7,Monday,250,5,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
35,Technician,Single,University Degree,No,Yes,No,Cellular,7,Monday,118,4,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
26,Admin,Single,High School,No,Yes,No,Cellular,7,Monday,115,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
42,Admin,Married,University Degree,No,Yes,No,Cellular,7,Monday,144,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
25,Admin,Single,University Degree,No,No,No,Cellular,7,Monday,103,4,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
33,Self-employed,Married,University Degree,No,No,No,Cellular,7,Monday,299,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
45,Unemployed,Married,High School,No,Yes,No,Cellular,7,Monday,99,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
30,Blue-collar,Married,Basic (9 Years),No,Yes,No,Cellular,7,Monday,245,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
28,Admin,Married,University Degree,No,No,No,Cellular,7,Monday,140,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
26,Blue-collar,Single,High School,No,No,No,Cellular,7,Monday,124,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
46,Services,Married,High School,No,No,No,Cellular,7,Monday,93,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
34,Blue-collar,Married,Basic (9 Years),No,Yes,Yes,Cellular,7,Monday,465,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
48,Management,Married,University Degree,No,Yes,No,Cellular,7,Monday,216,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
31,Admin,Single,Basic (9 Years),No,Yes,No,Cellular,7,Monday,392,4,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
29,Services,Married,High School,No,Yes,No,Cellular,7,Monday,407,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
27,Technician,Married,Professional Course,No,No,No,Telephone,7,Monday,81,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
25,Blue-collar,Single,High School,No,Yes,No,Cellular,7,Monday,619,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
43,Admin,Married,High School,No,No,No,Cellular,7,Monday,81,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
48,Management,Married,University Degree,No,Yes,No,Cellular,7,Monday,248,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
30,Blue-collar,Married,Basic (9 Years),No,Yes,No,Cellular,7,Monday,214,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
29,Admin,Married,University Degree,No,Yes,Yes,Cellular,7,Monday,425,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
36,Admin,Married,University Degree,No,Yes,Yes,Cellular,7,Monday,1669,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,Yes
37,Blue-collar,Married,Basic (6 Years),No,Yes,No,Cellular,7,Monday,108,5,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
41,Technician,Married,High School,No,Yes,Yes,Cellular,7,Monday,460,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
36,Blue-collar,Married,Basic (9 Years),No,Yes,Yes,Cellular,7,Monday,256,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
26,Technician,Single,High School,No,Yes,No,Cellular,7,Monday,377,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
30,Technician,Married,Professional Course,No,Yes,Yes,Cellular,7,Monday,184,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
43,Housemaid,Married,Basic (4 Years),No,No,No,Cellular,7,Monday,119,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
34,Blue-collar,Single,Professional Course,No,No,Yes,Cellular,7,Monday,123,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
31,Blue-collar,Married,Basic (9 Years),No,Yes,No,Cellular,7,Monday,250,5,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
31,Housemaid,Married,High School,No,Yes,No,Cellular,7,Monday,109,8,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
24,Services,Single,High School,No,No,No,Cellular,7,Monday,257,4,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
30,Technician,Single,Professional Course,No,Yes,No,Cellular,7,Monday,136,5,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
37,Blue-collar,Married,Professional Course,No,Yes,No,Cellular,7,Monday,340,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
28,Admin,Single,Basic (9 Years),No,Yes,No,Cellular,7,Monday,387,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
44,Unemployed,Married,High School,No,Yes,No,Cellular,7,Monday,512,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
36,Admin,Married,University Degree,No,Yes,No,Telephone,7,Monday,197,5,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
50,Admin,Divorced,Basic (9 Years),No,Yes,No,Cellular,7,Monday,97,4,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
43,Admin,Divorced,High School,No,Yes,No,Telephone,7,Monday,109,6,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
47,Blue-collar,Married,Basic (6 Years),No,Yes,Yes,Cellular,7,Monday,298,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
31,Technician,Married,High School,No,No,No,Cellular,7,Monday,101,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
36,Technician,Divorced,Professional Course,No,Yes,No,Cellular,7,Monday,643,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
32,Services,Married,High School,No,No,No,Cellular,7,Monday,1271,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
54,Blue-collar,Divorced,Basic (4 Years),No,No,No,Cellular,7,Monday,149,2,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
50,Blue-collar,Married,Basic (4 Years),No,No,No,Cellular,7,Monday,244,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
27,Blue-collar,Single,Basic (9 Years),No,Yes,No,Telephone,7,Monday,111,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
28,Admin,Single,High School,No,No,Yes,Cellular,7,Monday,157,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
31,Blue-collar,Married,High School,No,No,Yes,Cellular,7,Monday,218,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
51,Housemaid,Married,Basic (4 Years),No,Yes,No,Cellular,7,Monday,118,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
51,Housemaid,Married,University Degree,No,No,No,Cellular,7,Monday,138,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
44,Blue-collar,Married,Basic (9 Years),No,No,No,Cellular,7,Monday,304,4,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
30,Blue-collar,Married,Basic (9 Years),No,No,No,Cellular,7,Monday,171,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
36,Technician,Divorced,Professional Course,No,Yes,Yes,Cellular,7,Monday,43,4,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
27,Services,Single,High School,No,No,No,Cellular,7,Monday,1071,3,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,Yes
27,Admin,Single,High School,No,Yes,No,Telephone,7,Monday,167,4,999,0,Non-existent,1.4,93.918,-42.7,4.962,5228.1,No
